"215918_s_at","217046_s_at","205941_s_at","202524_s_at","217428_s_at","217771_at","207302_at","206208_at","206209_s_at","213715_s_at","205637_s_at","205107_s_at","217177_s_at","204396_s_at","203435_s_at","220027_s_at","210608_s_at","49111_at","202523_s_at","221861_at","207547_s_at","205200_at","209470_s_at","210081_at","206283_s_at","219719_at","209469_at","212115_at","209793_at","204271_s_at","209875_s_at","43511_s_at","219508_at","210838_s_at","202148_s_at","200878_at","209904_at","219125_s_at","212975_at","209074_s_at","201004_at","204500_s_at","220677_s_at","63305_at","204677_at","216620_s_at","219059_s_at","209789_at","208981_at"
8.685854189,10.02830937,7.408455599,9.963806383,5.905589944,6.930277714,7.048956121,7.909889439,9.846294348,8.234064231,8.586471703,6.519560346,6.395603737,10.15825005,10.01866274,9.611592002,6.694191116,8.921866884,8.247265369,9.973638268,9.370869362,10.82523808,8.502154407,12.5235986,7.594130159,8.888529639,7.031811384,9.019446058,6.957959158,10.20275743,7.388725528,9.362526128,7.026876232,7.609115957,8.402657958,12.77721716,8.329677729,8.364615603,9.051126889,11.32411873,10.6815308,7.617445264,7.749638801,8.440052261,9.262540806,9.647386371,9.002341656,7.433759533,11.15176131
7.115694121,6.404968379,10.08043255,9.405733576,9.121264058,10.09053524,6.878152427,5.716549799,6.89315979,6.875306567,7.720845634,7.281991127,5.872353497,8.448319614,8.517696835,8.298895193,9.533613255,8.526598439,8.621276903,9.669863807,7.285351456,7.591135297,5.832113568,6.84004471,5.757681597,8.122917331,5.053462468,10.3159142,6.259110413,7.674317541,11.31566098,8.931954593,9.686792879,6.509326598,8.595273276,10.94724653,5.106955179,8.994743005,7.950538058,7.568994864,12.27220443,6.727473346,5.665642031,7.706285026,6.529124084,9.274149524,7.733188931,7.134911895,9.059703805
8.429535307,10.10457885,7.645556025,10.25044296,5.951812251,6.275117797,7.614578423,8.295203223,10.24049193,8.504048452,8.512750801,6.921385292,7.12024297,10.43742343,10.18999971,10.41763266,6.292100262,9.016693704,8.750160094,10.13422474,8.779649963,11.19871677,8.339505733,12.65784862,7.014520839,9.638218403,7.390191905,8.936616219,7.485310616,10.05207597,7.458995712,9.557378541,6.656851856,7.633435698,8.091199267,13.51022184,8.775333173,8.546240398,9.362307476,11.02921605,10.52872481,7.424424866,7.813315031,8.896250583,9.72914017,10.08171767,8.88616984,8.031971214,10.90675455
6.848852715,6.074536863,10.45733012,8.320590103,10.70116274,9.037896386,6.018920811,5.446471132,6.486918742,6.929359766,7.314955766,9.377646067,5.379288732,8.398509706,8.270947377,8.694444372,7.275890613,7.76030843,7.755770153,8.952833253,6.865432033,7.354982955,5.898243388,6.638242244,5.871526067,7.809847048,5.28456312,10.25120991,5.945312907,8.488331907,12.5336199,8.316806202,7.812589165,6.693931714,8.418199119,11.59428349,4.843791731,9.43847789,7.988323159,7.632398134,12.14124206,6.897603634,5.584708795,7.858840142,8.20298466,9.082389246,9.029138565,7.114443691,10.15869617
8.40486706,9.450264979,7.131794469,10.67600729,5.783666062,7.083611924,7.22405151,7.388822022,8.865025141,7.686238427,8.533648546,6.665592882,6.843783769,10.09441276,9.618755199,9.974535175,6.611323623,9.167165456,8.977612163,10.17607792,9.617570173,10.88447349,9.253104392,11.91233564,7.070360535,9.919929097,7.833139632,9.358209584,6.999327541,9.880404816,7.161646258,9.559865988,6.707962155,7.326369986,7.525633306,12.93642905,8.529840581,8.344376122,9.103444368,11.32548335,10.91859803,7.312253871,7.135359686,8.822023276,10.19843283,9.957430852,9.410000712,8.156632567,11.16278881
6.907112513,6.634642707,11.76556573,7.935851653,10.38853263,8.568753084,6.708751459,5.71929963,6.857206362,6.853086103,7.883700905,7.299147427,5.551257597,7.038650277,8.903346986,8.057469054,6.915496831,8.389515464,7.828679598,9.624782609,7.408927784,7.021069323,5.636370763,6.598863349,5.877513826,7.795120343,5.06493225,11.02339709,6.384383004,7.638228807,12.90955336,8.605084002,7.188630087,6.765335917,8.59865007,10.80095677,5.015400862,9.615704204,8.783475238,8.079654211,12.20589067,6.734743895,6.057544243,7.571437789,6.396906308,8.875417095,7.622832979,7.09658577,9.290276233
8.860462697,10.62474385,6.574490966,11.03036056,5.659297708,7.365277975,7.856423061,8.977082371,10.66028936,8.593238436,8.820933027,6.502539878,6.843209856,10.57366101,10.22131563,10.18098619,6.585366394,9.355197627,9.327338972,10.69198682,9.776197745,11.7793076,9.239914736,13.29792595,7.363238559,9.491444048,8.041367316,9.472647869,7.320817432,11.04102957,6.123099658,10.05551729,6.738586369,7.811851178,7.935997555,13.78250736,9.735469739,8.467299198,9.364057559,11.39775545,10.85162367,7.662050409,7.126610874,8.405824058,9.965924335,10.34920699,9.464830214,8.060330569,11.66588876
7.097290112,6.698391006,7.982304786,7.854337886,6.308381669,8.983954726,6.456679138,5.541222492,6.882999749,7.122678425,8.009257716,7.753895423,5.430885521,7.188408073,8.415708879,8.245833898,7.457851229,7.583666264,8.082928622,9.256639329,7.188325103,6.717311707,6.079470182,6.925050773,6.177406847,7.90455072,5.626381339,10.9004104,6.11666147,7.434314332,12.87849652,8.204401803,7.130736828,6.371163072,8.818357408,11.04071011,4.726631155,9.574314079,8.145359387,6.359182288,11.76778967,6.61312635,5.644351309,7.799916479,7.146567229,9.253678639,7.745219992,7.236348871,9.461325036
6.770578642,6.671491171,10.32422459,7.966345168,8.853140915,10.16029896,6.306851645,5.626385805,6.770345142,7.194686412,7.764254022,8.69486081,5.584577243,7.803178797,7.947576881,9.310224329,7.341889726,8.435491577,8.021596119,9.726090772,7.3889018,8.039367618,5.601062704,6.771235842,5.865993953,8.215230326,5.034996751,11.48418051,6.078295552,7.713877611,9.735208969,9.008930719,9.786944346,6.654883927,9.578959772,11.81406819,6.325004282,9.45134173,7.771571474,7.795980583,11.77582624,6.211959505,5.026388733,7.378113273,7.656544255,9.691580643,8.234986021,6.797390843,9.65668798
6.968799109,8.583464049,9.107471818,8.259278842,6.919976139,7.66795113,6.479798361,5.853325952,6.973327227,7.124340346,8.670439447,7.356419612,5.79553745,7.512742875,8.266919293,9.105638696,6.366498183,8.815555434,8.124610024,9.884835327,7.628268799,6.585871703,5.672249001,10.61400096,5.876948127,7.739027742,5.394782696,10.3442451,6.022088173,7.382849902,10.46205578,9.353003808,6.846687582,6.493798679,8.681177369,10.85244513,8.087722914,8.873851582,8.873461934,6.780226504,12.35714775,6.318598857,5.688018939,7.876304695,6.063272989,9.027478553,8.090731043,6.881823062,9.347833473
6.832439303,6.565978683,8.267113839,8.572638816,6.488450275,9.145213588,6.759470345,5.679440593,6.76300463,7.191696759,7.876309771,7.121998518,5.724094719,9.004997584,8.480455777,9.307132941,7.278966486,7.983186517,7.759049003,9.276554169,7.824471121,9.037192277,7.016540876,7.028995803,6.693571554,8.163984658,6.478508097,10.57437012,6.333589673,8.743610733,10.89825617,8.618540972,6.94958968,6.84769789,8.002808112,12.25378091,5.10744194,8.804217474,8.012562909,9.176105006,11.5566182,6.662011026,6.743223789,7.774644324,8.453375119,9.226604671,7.957302153,8.004830151,10.57303522
6.633344839,6.171463303,7.846669224,9.368008771,5.969019885,9.874231609,6.583808579,5.597613131,6.993779886,7.102476709,7.838883686,8.308863383,5.459424569,7.205851713,7.97090853,9.34449217,7.872966326,8.139011083,8.305221032,9.377163799,7.588122637,6.755540869,5.991957753,7.265589789,5.677689411,8.184789834,5.217416774,10.9817797,6.086589742,7.800912019,13.31332361,8.392240327,8.91247961,6.104570471,9.270865977,11.02053991,5.323335592,9.379004064,7.850689756,8.324230366,12.09308256,7.332159697,5.593551967,7.539988765,6.856526069,8.997458782,8.353671435,7.17439227,9.355895779
8.09264089,9.423668926,7.77258835,9.907015813,5.727431574,7.146643413,6.788237966,8.003177898,9.979014436,8.110806958,8.204462457,6.86131058,5.815471833,9.537156377,9.719862834,9.343108769,6.902501712,8.855208806,8.584261353,9.932878822,9.846096509,11.06837933,7.61556467,11.78489408,7.277649427,9.249272978,6.954715036,8.97658647,7.293452477,9.344930075,6.920627297,9.239062938,6.827155827,7.090860737,7.949122711,12.61718623,8.174845437,8.957384972,9.280046786,10.95179524,11.86387767,7.099314828,6.968093213,7.930937443,8.703682942,9.483959728,9.012154146,7.923228137,11.10808618
6.812474316,6.549244155,10.52477891,8.759688735,9.711316497,9.462615862,6.689581953,6.089847347,7.075627871,7.129612385,7.547977994,7.546342276,6.339373615,7.994460636,8.666006636,8.278416276,7.864835118,7.981991884,8.042535974,9.313913091,7.011521399,8.671749016,6.228145977,8.015221289,6.070498183,8.556796126,5.641757695,9.728631174,6.694619862,8.049061326,11.71755763,8.466843853,8.112670406,6.662757244,8.612811892,11.52691527,7.077158113,8.649258942,9.031782168,7.744538634,11.77388247,6.936267064,6.028879085,8.078673053,7.529591415,8.818799887,7.922391374,7.021153214,10.0234716
8.281862012,10.08609445,7.119870822,10.56491983,5.705900313,6.929166368,7.042003771,7.62211898,9.485220181,8.243226308,8.665051754,6.417603655,6.365736191,10.21157159,9.670932133,9.903045838,6.44012152,9.354079515,8.774988065,10.67894084,9.807960918,11.91026897,9.466411686,12.47187536,7.520778408,9.728922394,7.797546471,9.250076445,6.91577811,10.34147106,5.901972938,9.757879149,6.637817332,7.609004138,7.535603909,13.64815063,9.256849762,8.572497734,9.325833931,11.23332644,11.28735471,7.366770785,8.161321183,8.87651831,10.4136148,10.01522462,9.407103449,7.555211761,11.29439721
6.820426565,6.451696274,10.31153376,9.276945283,8.927075509,9.197165865,6.183876095,5.632892578,6.691660484,6.916668035,7.814738429,7.38572858,5.55253491,7.619677384,8.094445561,8.055122086,6.577592872,8.647630203,8.336894918,9.802884176,7.079033842,7.71125088,5.719895252,7.125061845,5.588977143,7.768309204,5.308803999,10.29719103,6.071946578,7.411880005,12.32818111,9.207997153,7.532918564,6.545237203,8.548087078,11.18980201,6.973924831,8.826081117,7.901034925,7.150135359,12.27226162,6.092590487,5.903702076,7.488621218,6.588225183,9.214016606,7.844035385,7.072413778,9.39970884
7.383117679,7.384993044,9.497506098,8.829958796,7.926050394,9.127436029,7.162110774,6.155017066,7.294700996,7.220735054,7.857479598,7.423482233,5.362228435,8.217307027,9.343925394,8.592860078,7.12530272,8.087645937,8.35328754,9.349459037,7.868350992,8.453595401,6.583457117,9.478139678,6.218113725,8.772025092,5.231184277,10.26724953,6.67897469,8.286496965,12.24510288,8.606434287,7.151180383,6.943182258,8.920244394,11.29110295,6.388576434,9.368698247,8.394130639,8.910615638,11.91777936,7.095462151,6.266971388,7.801815361,7.808220567,8.886864378,7.974931884,6.999014286,10.15758648
8.260692523,10.26553287,7.183401008,10.56553424,5.709527651,6.761562383,7.596368611,7.807261941,9.557326564,8.723425947,8.323034885,6.632192084,6.982927871,10.33705993,10.27940443,10.31385394,6.654129772,9.024808656,8.48677831,10.30795916,9.485742071,10.81409754,9.053789354,12.74041064,7.670769227,9.55388707,7.574641034,9.034130978,7.548687345,10.29192366,6.990674063,9.64451949,6.773476923,8.034541752,7.871730928,13.2068175,9.347963962,8.448662397,9.526163671,11.47256012,10.88019209,7.278362368,8.100450429,9.190886309,9.764055101,10.09001187,9.282565158,7.626504221,11.48417504
8.112809762,10.34150011,7.4439992,10.56517363,5.553971112,6.991234672,7.642446045,7.783281116,9.945349298,8.627847217,8.649237141,6.616579676,6.475614853,10.35773655,10.05273474,10.43327942,6.831526472,9.365152742,9.091630847,10.67116973,9.812274258,11.77774523,8.452761558,12.56269979,7.456515026,9.74698215,7.574177133,9.435816075,7.312528352,10.20830433,7.080171753,9.941468598,7.020462432,7.832599127,7.822095726,13.16379316,9.148160224,8.774905937,9.505652199,10.81500758,10.80965185,7.448621209,7.727866148,9.050015069,9.902232836,10.48550257,9.598076218,7.568386454,11.37243083
